old_url,new_target,http_status,disposition,confidence,type,rationale,DECISION (Jake)
/about-us-online-marketing-agency/,/about/,301,redirect_exact_equivalent,high,Page,Old About Us page maps directly to the new About page.,Confirmed 301 (Jake: do all)
/ad-creatives/,/performance-creatives/,301,redirect_exact_equivalent,high,Page,"Old ad-creative showcase maps directly to the new Performance Creatives service page, which exists in the index.",Confirmed 301 (Jake: do all)
/amazon-ad-management-services/,/amazon-ads/,301,redirect_equivalent,medium,Page,"Retargeted July 2026: a dedicated Amazon Ads page now exists at /amazon-ads/, so the old Amazon service URL redirects there instead of the Ecommerce Marketing parent.",Confirmed 301 (Jake: do all)
/answer-engine-optimization/,/aeo-ai-search/,301,redirect_exact_equivalent,high,Page,"AEO is literally Answer Engine Optimization and /aeo-ai-search/ is the direct successor covering citations in ChatGPT, Perplexity, and Google AI Overviews; target confirmed present in the index.",Confirmed 301 (Jake: do all)
/bing-advertising-toronto/,/microsoft-ads/,301,redirect_exact_equivalent,high,Page,"Bing advertising is now consolidated under the new Microsoft Advertising channel page, which exists in the index.",Confirmed 301 (Jake: do all)
/blog/,"KEEP (same URL), redesigned Insights hub deploys here",200,keep,high,Blog,Blog hub stays at /blog/ since all 214 posts stay at /blog/<slug>/. The new /insights/ design is the hub; serve it at /blog/ (or 301 /insights/ -> /blog/).,"Confirmed, keep at same URL"
/case-studies/comwave/,/case-studies/,301,redirect_parent_category,medium,Case study,"No Comwave case study exists on the new site, so route this work URL to the case studies hub, the closest topical parent; rebuild_then_keep_url was wrong because no rebuild is in scope and keeping the URL while pointing at the hub is contradictory.",Confirmed 301 (Jake: do all)
/case-studies/the-office-shop/,/case-studies/office-shop/,301,redirect_exact_equivalent,high,Case study,Direct one-to-one match: the new site has a dedicated The Office Shop case study at /case-studies/office-shop/.,Confirmed 301 (Jake: do all)
/case-study/ecycle-crm/,/case-studies/ecycle/,301,redirect_exact_equivalent,high,Case study,Exact equivalent: the new eCycle case study covers the same custom CRM productivity story (40% boost).,Confirmed 301 (Jake: do all)
/case-study/tonic-eye-care/,/case-studies/tonic-eye-care/,301,redirect_exact_equivalent,high,Case study,Direct one-to-one match: the new site has a dedicated Tonic Eye Care & Vision Therapy case study covering the same UGC campaign.,Confirmed 301 (Jake: do all)
/contact-us/,/contact/,301,redirect_exact_equivalent,high,Page,Old Contact Us maps directly to the new Contact page.,Confirmed 301 (Jake: do all)
/content-marketing-toronto/,/content-marketing/,301,redirect_exact_equivalent,high,Page,"Old Toronto content marketing service page maps directly to the new dedicated content marketing service page, which exists in the index.",Confirmed 301 (Jake: do all)
/conversion-rate-optimization/,/cro/,301,redirect_exact_equivalent,high,Page,The old CRO agency page is the exact topical equivalent of the new /cro/ service page.,Confirmed 301 (Jake: do all)
/crm-implementation-toronto/,/zoho-crm/,301,redirect_related,medium,Page,"CRM implementation work maps to the only CRM-focused new page, the Zoho CRM implementation page.",Confirmed 301 (Jake: do all)
/cro-agency-in-toronto/,/cro/,301,redirect_related,high,Location,"No Toronto-specific CRO page exists in the index, so the canonical CRO service page is the closest match; this is a related redirect, not an exact geo equivalent.",Confirmed 301 (Jake: do all)
/cro-packages/,/cro/,301,redirect_exact_equivalent,high,Page,CRO packages/services page collapses into the single new /cro/ service page.,Confirmed 301 (Jake: do all)
/custom-photography-toronto/,/performance-creatives/,301,redirect_related,medium,Page,Custom photography is creative asset production; the closest existing new page is Performance Creatives.,Confirmed 301 (Jake: do all)
/digital-growth-plan/,/scorecard/,301,redirect_related,medium,Page,"The growth-plan/audit offer maps to the new free marketing scorecard, the equivalent lead-magnet audit page.",Confirmed 301 (Jake: do all)
/digital-marketing-toronto-strategy-development/,/services/,301,redirect_parent_category,medium,Page,"No dedicated strategy page exists, so the Services hub is the closest topical parent for a marketing-strategy page.",Confirmed 301 (Jake: do all)
/ecommerce-marketing/,/ecommerce-marketing-toronto/,301,redirect_exact_equivalent,high,Page,"Old ecommerce marketing service page maps directly to the new ecommerce marketing page, which exists in the index as /ecommerce-marketing-toronto/.",Confirmed 301 (Jake: do all)
/ecommerce-website-development-toronto/,/ecommerce-businesses-website-development-toronto/,301,redirect_exact_equivalent,high,Page,"Old ecommerce website development page maps to the new ecommerce website development page, confirmed present in the index.",Confirmed 301 (Jake: do all)
/email-marketing-toronto/,/marketing-automation/,301,redirect_related,medium,Page,No standalone email page on the new site; email/nurture work is folded into the new lifecycle Marketing Automation page.,Confirmed 301 (Jake: do all)
/facebook-advertising-toronto/,/facebook-advertising-agency-in-toronto/,301,redirect_exact_equivalent,high,Page,Exact geo equivalent exists: the new Toronto Facebook advertising agency page in the index.,Confirmed 301 (Jake: do all)
/generative-engine-optimization/,/aeo-ai-search/,301,redirect_related,high,Page,"GEO was consolidated into the single AI-search service page, whose scope (generative answer engines and AI Overviews) is the closest topical successor; target exists in the index.",Confirmed 301 (Jake: do all)
/google-ads-management-toronto/,/locations/toronto/google-ads-agency-in-toronto/,301,redirect_exact_equivalent,high,Page,"A Toronto-specific Google Ads agency page exists in the index, a stronger geo match than the generic Google Ads service page.",Confirmed 301 (Jake: do all)
/google-business-profile-optimization-toronto/,/local-seo/,301,redirect_related,high,Page,Google Business Profile optimization is core local SEO work covered by the Local SEO page.,Confirmed 301 (Jake: do all)
/google-display-network-advertising-toronto/,/google-ads/,301,redirect_related,high,Page,"Google Display Network is a subset of Google Ads, which has no dedicated display page, so the Google Ads service page is the closest equivalent.",Confirmed 301 (Jake: do all)
/growth-marketing-plan/,/scorecard/,301,redirect_related,medium,Page,Duplicate growth-plan lead-magnet page; maps to the new marketing scorecard audit offer rather than the homepage.,Confirmed 301 (Jake: do all)
/influencer-marketing-toronto/,/influencer-marketing/,301,redirect_exact_equivalent,high,Page,Direct equivalent of the Toronto influencer marketing page on the new site.,Confirmed 301 (Jake: do all)
/instagram-marketing-toronto/,/locations/instagram-advertising-agency-in-toronto/,301,redirect_exact_equivalent,high,Page,Exact geo equivalent exists: the new Toronto Instagram advertising agency page in the index.,Confirmed 301 (Jake: do all)
/insurance-industry/,/industries/,200 (rebuild),rebuild_then_keep_url,medium,Page,"No insurance industry hub exists on the new site; this vertical page should be rebuilt, pointing meanwhile at the Industries hub which exists.","Confirmed, rebuild at same URL"
/landing-page-design-toronto/,/landing-pages/,301,redirect_exact_equivalent,high,Page,Old landing page design service maps directly to the new /landing-pages/ service page.,Confirmed 301 (Jake: do all)
/landing/andromeda-unpacked-webinar/,/meta-ads/,410,prune_410,high,Page,"One-off expired 2025 Meta Ads webinar registration landing page with no evergreen value; prune via 410, topical fallback is Meta Ads.","Confirmed prune, check backlinks first, else 410"
/linkedin-advertising-toronto/,/meta-ads/,301,redirect_related,low,Page,"No LinkedIn ads page exists; the nearest live paid-social channel page is Meta Ads, which avoids the soft-404 risk of pointing at the bare Services hub.",Confirmed 301 (Jake: do all)
/links/,/contact/,410,prune_410,medium,Page,"Internal Linktree quick-links utility page with no SEO equity, so prune it; target is a neutral placeholder only.","Confirmed prune, check backlinks first, else 410"
/llm-info/,/aeo-ai-search/,301,redirect_related,medium,Page,"This is a machine-readable llms.txt-style discovery file with no file equivalent on the new site, so among valid page targets /aeo-ai-search/ is the only topically relevant home to retain its AI-context equity; flagged as a mild mismatch risk for QA.",Confirmed 301 (Jake: do all)
/llm-seo-services/,/aeo-ai-search/,301,redirect_related,high,Page,"LLM SEO Services maps to the new AI-search offering covering brand visibility and citations across ChatGPT, Gemini, and Copilot; target confirmed in the index.",Confirmed 301 (Jake: do all)
/locations/la/seo-agency-in-los-angeles/,/locations/los-angeles/seo-agency-in-los-angeles/,301,redirect_exact_equivalent,high,Location,"The new site carries the identical LA SEO geo page under the canonical los-angeles path, a verified one-to-one match in the index.",Confirmed 301 (Jake: do all)
/locations/nyc/seo-agency-in-new-york-city/,/locations/new-york/seo-agency-in-new-york/,301,redirect_exact_equivalent,high,Location,The NYC SEO geo page now lives under the canonical new-york path; /locations/new-york/seo-agency-in-new-york/ is confirmed present and is the exact topical equivalent.,Confirmed 301 (Jake: do all)
/marketing-automation-toronto/,/marketing-automation/,301,redirect_exact_equivalent,high,Page,Old marketing automation Toronto page maps directly to the new Marketing Automation service page.,Confirmed 301 (Jake: do all)
/off-page-seo/,/seo/,301,redirect_parent_category,high,Page,"No dedicated off-page, link-building, or authority page exists in the index (local-seo is a different discipline), so the parent /seo/ service page is the closest topical home for link and authority work.",Confirmed 301 (Jake: do all)
/on-page-seo/,/seo/,301,redirect_parent_category,high,Page,"No dedicated on-page SEO page exists in the index, so the parent /seo/ service page is the nearest topical match for on-page optimization equity.",Confirmed 301 (Jake: do all)
/origin-story/,/about/,301,redirect_related,high,Page,The company origin story is now folded into the About page.,Confirmed 301 (Jake: do all)
/portfolio/,/case-studies/,301,redirect_related,high,Case study,"The old portfolio hub showcasing client work maps directly to the new case studies hub, the topical replacement for the work showcase.",Confirmed 301 (Jake: do all)
/portfolio/asi-group/,/case-studies/,301,redirect_parent_category,medium,Case study,"No ASI Group case study exists on the new site, so route this portfolio item to the case studies hub, the closest topical parent.",Confirmed 301 (Jake: do all)
/portfolio/comwave/,/case-studies/,301,redirect_parent_category,medium,Case study,"No Comwave case study exists on the new site, so route this portfolio item to the case studies hub, the closest topical parent; corrected from rebuild_then_keep_url, which contradicted itself by pointing a kept URL at the hub.",Confirmed 301 (Jake: do all)
/portfolio/ecycle-solutions/,/case-studies/ecycle/,301,redirect_exact_equivalent,high,Case study,"Same client as the new eCycle case study, so route this portfolio item to its dedicated case study page.",Confirmed 301 (Jake: do all)
/portfolio/gorilla-bins/,/case-studies/,301,redirect_parent_category,medium,Case study,"No Gorilla Bins case study exists on the new site, so route this portfolio item to the case studies hub, the closest topical parent.",Confirmed 301 (Jake: do all)
/portfolio/harmony-resort/,/case-studies/harmony-resorts/,301,redirect_exact_equivalent,high,Case study,"Same client as the new Harmony Resorts case study (verified at /case-studies/harmony-resorts/ in the index), so route this portfolio item to its dedicated case study page.",Confirmed 301 (Jake: do all)
/portfolio/ontario-business-central/,/case-studies/ontario-business-central/,301,redirect_exact_equivalent,high,Case study,"Same client as the new Ontario Business Central case study (41% revenue increase), so route this portfolio item to its dedicated case study page.",Confirmed 301 (Jake: do all)
/portfolio/orr-insurance-investment/,/case-studies/,301,redirect_parent_category,medium,Case study,"No Orr Insurance & Investment case study exists on the new site, so route this work item to the case studies hub, the closest topical parent, rather than a service page since it is portfolio content.",Confirmed 301 (Jake: do all)
/portfolio/the-office-shop/,/case-studies/office-shop/,301,redirect_exact_equivalent,high,Case study,"Same client as the new The Office Shop case study, so route this portfolio item to its dedicated case study page.",Confirmed 301 (Jake: do all)
/portfolio/zayouna-law-firm/,/case-studies/zayouna-law-firm/,301,redirect_exact_equivalent,high,Case study,"Same client as the new Zayouna Law case study, so route this portfolio item to its dedicated case study page.",Confirmed 301 (Jake: do all)
/privacy-policy/,/privacy-policy/,200 (rebuild),rebuild_then_keep_url,high,Page,Every site legally needs a privacy policy. Rebuild at same URL; do NOT redirect to /contact/.,"Confirmed, rebuild at same URL"
/programmatic-advertising-toronto/,/google-ads/,301,redirect_related,medium,Page,Programmatic is bought through Google Ads (DV360/PMax); no dedicated programmatic page exists. ADDED post-audit (critic catch).,Confirmed 301 (Jake: do all)
/remarketing-marketing-toronto/,/google-ads/,301,redirect_related,medium,Page,"Remarketing is delivered primarily through Google Ads, the closest channel page with no dedicated remarketing equivalent on the new site.",Confirmed 301 (Jake: do all)
/reputation-advertising-toronto/,/meta-ads/,200 (rebuild),rebuild_then_keep_url,low,Page,"Reputation advertising is a paid-social activity, not creative production, so Performance Creatives would be a soft-404 mismatch; the closest topical existing page is Meta Ads, but the page should be rebuilt to preserve its keyword equity.","Confirmed, rebuild at same URL"
/reviews/,/case-studies/,301,redirect_related,medium,Page,"Client reviews are social proof, best matched to the Case Studies hub of client stories and outcomes.",Confirmed 301 (Jake: do all)
/sales-enablement-toronto/,/sales-enablement/,301,redirect_exact_equivalent,high,Page,Old sales enablement Toronto page maps directly to the new Sales Enablement service page.,Confirmed 301 (Jake: do all)
/sales-letter/,/contact/,301,redirect_related,medium,Page,A sales-letter is a conversion asset; redirecting to Contact preserves any residual equity instead of dropping it with a 410.,Confirmed 301 (Jake: do all)
/self-storage-division/,/self-storage-marketing-toronto/,301,redirect_related,high,Page,"The self-storage industry division page maps to the new self-storage marketing page, confirmed present in the index.",Confirmed 301 (Jake: do all)
/site-map/,/contact/,410,prune_410,high,Page,"HTML sitemap utility page the new site regenerates, so prune it; target is a neutral placeholder only.","Confirmed prune, check backlinks first, else 410"
/social-media-marketing-toronto/,/meta-ads/,301,redirect_related,medium,Page,No general social media management page on the new site; Meta Ads is the closest topical social channel page.,Confirmed 301 (Jake: do all)
/tik-tok-advertising-agency-toronto/,/meta-ads/,301,redirect_related,low,Page,"No TikTok ads page exists; the nearest live paid-social channel page is Meta Ads, avoiding the soft-404 risk of the generic Services hub.",Confirmed 301 (Jake: do all)
/ugc-creator/,/influencer-marketing/,301,redirect_related,medium,Page,"Creator-roster recruitment page maps to the new Influencer Marketing page, which covers real creators and UGC.",Confirmed 301 (Jake: do all)
/user-generated-content-agency/,/influencer-marketing/,301,redirect_related,medium,Page,"UGC agency service maps to the new Influencer Marketing page, the page covering real creators and UGC attribution.",Confirmed 301 (Jake: do all)
/video-testimonial-toronto/,/performance-creatives/,301,redirect_related,medium,Page,Video testimonial production is creative asset production; closest existing new page is Performance Creatives.,Confirmed 301 (Jake: do all)
/videographer-toronto/,/performance-creatives/,301,redirect_related,medium,Page,"Videography service maps to the new Performance Creatives page, which houses creative/video production.",Confirmed 301 (Jake: do all)
/web-design-toronto/,/web-development/,301,redirect_related,high,Page,No standalone web design page on the new site; web design folds into the new Web Development service page.,Confirmed 301 (Jake: do all)
/web-development-toronto/,/web-development/,301,redirect_exact_equivalent,high,Page,Old web development Toronto page maps directly to the new Web Development service page.,Confirmed 301 (Jake: do all)
/youtube-advertising-toronto/,/google-ads/,301,redirect_related,high,Page,"YouTube advertising runs through Google Ads, the closest channel page since no dedicated YouTube page exists in the index.",Confirmed 301 (Jake: do all)
/blog/10-absolute-best-free-chrome-extensions-web-designers/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/10-cro-tips-improve-ecommerce-conversion-rates/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/10-digital-marketing-trends-for-2023/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/10-expert-google-ads-management-tips/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/10-features-of-a-killer-sales-funnel/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/10-seo-ecommerce-tips-that-actually-work/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/12-best-conversion-rate-optimization-tools/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/3-methods-to-spark-curiosity-in-your-ugc-hooks/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
